cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,v,l,5899,0
x,y,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,4988,0
f,y,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,7074,1
f,f,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,4227,0
x,s,y,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,3166,0
x,y,y,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,2769,0
k,s,n,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,3546,1
f,s,w,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,7948,0
f,f,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,3911,0
x,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l,4474,0
f,f,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,3378,1
f,y,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,7075,0
x,f,n,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,3707,0
k,y,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,4303,1
x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,7724,1
x,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,6708,1
f,f,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,405,0
b,y,b,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,5037,1
f,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,7906,1
f,y,w,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,1861,1
f,y,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,2712,0
x,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1537,1
k,y,n,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,4448,1
x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,4398,1
f,s,w,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,5784,1
f,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,5719,1
f,f,n,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,7203,0
x,f,e,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,7401,0
k,s,e,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,6492,1
f,y,e,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,4138,1
f,s,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,4050,1
k,s,n,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,7614,1
k,s,w,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,7682,0
f,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,3158,1
x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,4913,1
k,y,e,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1905,1
x,s,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,6067,0
k,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,132,1
f,s,b,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,4006,1
f,s,e,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,7458,1
f,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,7428,1
f,y,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,2159,0
x,y,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,368,0
f,s,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1792,1
b,f,w,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,7613,0
x,s,g,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,1996,0
x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,2832,1
f,s,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,6111,0
x,s,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,2167,1
x,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1623,1
x,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,628,0
k,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,7213,1
b,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,4987,0
f,s,b,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,538,1
x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,6384,1
f,s,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,465,1
x,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,8110,0
x,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,5130,0
f,s,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,3325,1
x,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,436,1
x,s,y,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,7051,0
x,f,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,6835,0
x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,7739,1
f,f,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,4648,1
f,y,y,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1886,0
f,y,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,7233,0
x,f,n,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,5640,0
f,y,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,7982,0
x,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,6907,0
x,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,950,1
x,y,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1156,1
x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,5012,1
k,f,w,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,5849,0
k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,4844,0
f,y,e,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,3357,0
x,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,55,0
f,s,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,42,0
k,s,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,5452,1
f,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,4401,1
x,s,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,1707,0
k,s,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,7951,1
f,y,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,5620,1
f,f,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,1280,0
x,f,w,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,3031,0
k,y,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,7094,1
f,y,g,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,5815,0
k,s,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,3123,1
f,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,5566,1
x,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1146,1
f,s,g,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,5358,1
f,f,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,7838,0
f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,7039,1
x,s,n,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,2498,0
x,f,w,False,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,6628,1
x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,2108,0
f,s,b,True,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,715,1
k,y,b,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,7154,0
x,f,g,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,4511,1
k,f,g,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,5077,0
x,y,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,1525,0
x,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,3340,0
x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,7518,0
x,f,g,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,2862,0
f,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,7271,0
f,y,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,8100,1
f,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,6448,0
f,y,b,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,4848,0
x,f,g,False,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,4544,1
f,y,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7268,1
x,s,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,2453,0
x,s,y,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,6530,0
x,f,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,7920,0
k,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,4693,1
x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,7538,1
b,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,7723,0
k,y,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,7843,1
f,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,7194,1
x,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1411,1
f,f,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,4512,0
f,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,2818,1
x,y,n,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,5053,0
b,f,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,4358,0
b,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,6373,0
f,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,4534,1
k,f,w,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,5259,0
k,s,e,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,6756,0
x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,3497,1
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l,5450,0
x,y,n,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,1578,0
k,s,e,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,4294,1
x,s,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,3727,1
x,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,3512,1
x,f,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,2090,1
x,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,7037,0
x,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,7258,1
k,y,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,8075,1
f,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,2364,1
f,y,u,False,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,4073,0
x,f,e,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,3846,0
f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,972,1
f,y,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,3963,0
x,f,e,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,6818,0
f,s,n,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,397,0
x,y,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,1643,0
f,s,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,4523,1
f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,5490,0
f,y,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,7673,1
x,f,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,510,0
x,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,1773,0
x,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,3034,1
x,s,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,790,1
f,y,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,7560,0
f,y,g,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,7590,0
x,s,w,True,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,7611,1
f,f,n,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,1466,0
x,s,p,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,4677,0
k,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,3774,1
f,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,7857,1
x,f,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,7066,0
x,y,n,False,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,5466,1
f,f,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,3670,0
f,s,g,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,1302,1
x,s,y,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,2681,0
x,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,7912,1
f,y,e,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,7845,0
x,y,e,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,1520,0
x,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,6525,1
f,f,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,753,0
f,y,g,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,7911,0
x,y,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,3385,0
x,f,g,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,1093,0
x,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,506,0
f,s,w,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,385,0
f,f,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,2291,0
k,f,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,2935,0
x,f,n,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,1875,0
f,y,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,7741,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,61,1
x,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,2058,0
f,y,n,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,2377,1
f,f,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,6133,0
b,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,7563,0
x,f,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,5684,0
f,s,g,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,2475,1
k,s,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,6849,1
f,s,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,6744,1
x,f,g,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,435,0
k,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,7218,1
f,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,5009,1
x,s,n,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,4328,1
f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,6349,1
f,s,g,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,2738,1
f,f,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,5991,0
x,y,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,733,1
k,y,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,7183,1
x,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,7745,0
x,s,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,2479,1
x,s,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,2306,0
x,f,c,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,3142,0
x,y,n,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,3140,1
x,f,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,1005,0
f,y,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,515,0
x,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,4151,1
f,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,4802,1
x,y,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,6234,1
x,y,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,4451,1
f,y,e,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,7629,0
f,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,5400,1
x,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,2195,1
f,s,e,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,5202,1
f,s,w,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,6838,1
x,s,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,611,1
f,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,168,1
f,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,5557,1
f,y,b,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,4888,0
x,s,w,True,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,93,1
b,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,7097,0
f,s,n,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,2141,1
f,y,g,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,4279,0
x,s,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,3539,1
x,s,n,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,2743,0
f,f,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,1177,0
f,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,2246,1
x,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,7918,1
f,y,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,6996,1
k,f,n,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,7486,0
x,y,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1899,1
x,y,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,7189,1
x,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,6896,1
k,y,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,454,1
f,y,n,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,4455,1
f,f,n,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,2179,0
f,y,b,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,5808,0
b,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,149,0
f,y,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,1986,1
x,y,n,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,893,0
k,s,n,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,6282,1
x,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,8070,0
k,s,p,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,3617,0
x,f,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,937,0
k,s,e,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,2486,0
f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,27,1
f,y,e,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,4153,0
b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,3364,0
x,f,n,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,500,0
x,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1577,0
x,f,n,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,5919,0
f,f,g,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,7040,0
x,y,e,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,3998,0
x,f,e,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,3050,0
x,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1042,1
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,3444,0
x,s,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,690,1
x,s,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,7810,0
x,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,6897,1
x,s,n,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,4192,0
b,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,2367,0
x,s,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,3886,0
x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,7131,0
k,s,n,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1810,1
b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,3086,0
f,f,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,5439,0
f,y,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,556,0
b,f,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,6967,0
k,s,e,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,4001,1
x,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1114,0
x,f,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,48,0
k,s,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,5551,1
x,f,w,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,6999,1
x,s,e,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,3579,1
x,s,w,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,1389,0
x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,3878,1
x,s,w,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,4424,0
f,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,6208,1
b,s,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,2142,0
f,y,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,5116,1
x,s,g,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,862,1
f,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,2682,0
b,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,179,0
k,y,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,2382,1
x,y,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,1099,0
k,s,n,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1303,0
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l,1327,0
